ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,Bis(2-chloroethoxy)methane,n/a,<,0.25,µg/L,EPA 625,0.25,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,Bis(2-chloroethyl)ether,n/a,<,0.27,µg/L,EPA 625,0.27,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,Bis(2-chloroisopropyl)ether,n/a,<,0.38,µg/L,EPA 625,0.38,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/4/2012 3:10:00 AM,Bis(2-ethylhexyl)adipate,n/a,<,0.1,µg/L,EPA 525.2,0.1,5,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/4/2012 3:10:00 AM,Bis(2-ethylhexyl)phthalate,n/a,<,1.1,µg/L,EPA 525.2,1.1,3,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,Butyl benzyl phthalate,n/a,<,0.18,µg/L,EPA 625,0.18,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,Chrysene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/28/2012 11:32:00 PM,Dibenz(a||h)anthracene,n/a,<,0.1,µg/L,EPA 8270Cm,0.1,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,Diethyl phthalate,n/a,=,1.1,µg/L,EPA 625,0.15,1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/27/2012 10:34:00 PM,Dimethyl phthalate,n/a,<,0.18,µg/L,EPA 625,0.18,1,WKL
