Program|ParentProject|Project|StationName|StationCode|SampleDate|CollectionTime|LocationCode|CollectionDepth|UnitCollectionDepth|SampleTypeCode|CollectionReplicate|ResultsReplicate|LabBatch|LabSampleID|MatrixName|MethodName|Analyte|Unit|Result|Observation|MDL|RL|ResultQualCode|QACode|BatchVerification|ComplianceCode|SampleComments|CollectionComments|ResultsComments|BatchComments|EventCode|ProtocolCode|SampleAgency|GroupSamples|CollectionMethodName|TargetLatitude|TargetLongitude|CollectionDeviceDescription|CalibrationDate|PositionWaterColumn|PrepPreservationName|PrepPreservationDate|DigestExtractMethod|DigestExtractDate|AnalysisDate|DilutionFactor|ExpectedValue|LabAgency|SubmittingAgency|SubmissionCode|OccupationMethod|StartingBank|DistanceFromBank|UnitDistanceFromBank|StreamWidth|UnitStreamWidth|StationWaterDepth|UnitStationWaterDepth|HydroMod|HydroModLoc|LocationDetailWQComments|ChannelWidth|UpstreamLength|DownstreamLength|TotalReach|LocationDetailBAComments|county|county_fips|regional_board|rb_number|huc8|huc8_number|huc10|huc10_number|huc12|huc12_number|waterbody_type|SampleID
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - Just upstream of E. Washington St bridge|206PET205|2018-02-28|10:55:00|Midchannel|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|8.51||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.236156|-122.640365600586|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||From Bridge|RB|4|m|40|m||m|Bridge|WI|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 7.2 mi upstream of Hwy 37 bridge. Papa's Taverna on Lakeville Hwy|206PET007|2018-02-28|09:45:00|Bank|0.1|m|Grab|1|1|CELA_S18093C_W_BAC|6594-02|samplewater|EPA 1600|Enterococcus|cfu/100mL|32||1|1|=|VQCP|VAC,VMD|Qual|Field dup collected on rep 2. Tidal site.|||QA/DM:batch missing lab dups for precision|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.197109|-122.547630310059|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-02-28 09:45:00|None|1950-01-01|2018-02-28|1||CELA|CELA|A|Walk In|LB|3|m|70|m||m|Pier|WI|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|206PET007W3
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - Petaluma Village Premium Outlet Mall, just downstream of bridge leading into mall|206PET310|2018-02-28|11:25:00|Bank|0.1|m|Grab|1|1|CELA_S18093C_W_BAC|6594-06|samplewater|EPA 1600|Enterococcus|cfu/100mL|208||1|1|=|VQCP|VAC,VMD|Qual|Tidal site|||QA/DM:batch missing lab dups for precision|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.255779|-122.651168823242|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-02-28 11:25:00|None|1950-01-01|2018-02-28|1||CELA|CELA|A|Walk In|RB|0|m|3|m||m|Bridge|DS|||||||Sonoma|97|San Francisco Bay|2|||||Petaluma River|180500020601|NULL|206PET310W3
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 100m downstream of confluence with Adobe Creek|206PET098|2018-02-28|10:20:00|Midchannel|0.1|m|Grab|1|1|CELA_S18093C_W_BAC|6594-03|samplewater|EPA 1600|Enterococcus|cfu/100mL|36||1|1|=|VQCP|VAC,VMD|Qual|Tidal site|||QA/DM:batch missing lab dups for precision|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.223164|-122.605186462402|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-02-28 10:20:00|None|1950-01-01|2018-02-28|1||CELA|CELA|A|Walk In|LB|2|m|50|m||m|Pier|WI|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|206PET098W3
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 100m upstream of Payran St bridge|206PET260|2018-02-28|11:10:00|Bank|0.1|m|Grab|1|1|CELA_S18093C_W_BAC|6594-05|samplewater|EPA 1600|Enterococcus|cfu/100mL|210||1|1|=|VQCP|VAC,VMD|Qual|Tidal site|||QA/DM:batch missing lab dups for precision|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.246231|-122.637992858887|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-02-28 11:10:00|None|1950-01-01|2018-02-28|1||CELA|CELA|A|Walk In|NR|0|m|30|m||m|Bridge|DS|||||||Sonoma|97|San Francisco Bay|2|||||Petaluma River|180500020601|NULL|206PET260W3
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - Just upstream of E. Washington St bridge|206PET205|2018-02-28|10:55:00|Midchannel|0.1|m|Grab|1|1|CELA_S18093C_W_BAC|6594-04|samplewater|EPA 1600|Enterococcus|cfu/100mL|264||1|1|=|VQCP|VAC,VMD|Qual|Tidal site|||QA/DM:batch missing lab dups for precision|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.236156|-122.640365600586|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-02-28 10:55:00|None|1950-01-01|2018-02-28|1||CELA|CELA|A|From Bridge|RB|4|m|40|m||m|Bridge|WI|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|206PET205W3
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - Petaluma Village Premium Outlet Mall, just downstream of bridge leading into mall|206PET310|2018-03-07|11:05:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|0.34||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.255779|-122.651168823242|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||Walk In|RB|0.03|m|4|m||m|Bridge|DS|||||||Sonoma|97|San Francisco Bay|2|||||Petaluma River|180500020601|NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 100m downstream of confluence with Adobe Creek|206PET098|2018-03-07|10:00:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|||||NR|FUD|NA|Qual|Tidal Site||low tide too low for sonde to reach water from bank.||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.223164|-122.605186462402|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||From Bridge|RB|1|m|23|m||m|Bridge|DS|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 100m upstream of Payran St bridge|206PET260|2018-03-07|10:53:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|0.53||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.246231|-122.637992858887|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||Walk In|LB||m|10|m|0.3|m|Bridge|DS|||||||Sonoma|97|San Francisco Bay|2|||||Petaluma River|180500020601|NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - Just upstream of E. Washington St bridge|206PET205|2018-03-07|10:40:00|Midchannel|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|0.98||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.236156|-122.640365600586|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||From Bridge|NR|6|m|20|m||m|Bridge|WI|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 7.2 mi upstream of Hwy 37 bridge. Papa's Taverna on Lakeville Hwy|206PET007|2018-03-07|09:43:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|9.70||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.197109|-122.547630310059|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||Walk In|RB|6|m|25|m||m|None|NA|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 100m upstream of Payran St bridge|206PET260|2018-03-07|10:53:00|Bank|0.1|m|Grab|1|1|CELA_S18103C_W_BAC|6621-05|samplewater|EPA 1600|Enterococcus|cfu/100mL|134||1|1|=|VQCP|VAC,VMD|Qual|Tidal site|||QA/DM: batch missing lab dups to calculate precision.|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.246231|-122.637992858887|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-03-07 10:53:00|None|1950-01-01|2018-03-07|1||CELA|CELA|A|Walk In|LB||m|10|m|0.3|m|Bridge|DS|||||||Sonoma|97|San Francisco Bay|2|||||Petaluma River|180500020601|NULL|206PET260W4
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - Petaluma Village Premium Outlet Mall, just downstream of bridge leading into mall|206PET310|2018-03-07|11:05:00|Bank|0.1|m|Grab|1|1|CELA_S18103C_W_BAC|6621-06|samplewater|EPA 1600|Enterococcus|cfu/100mL|226||1|1|=|VQCP|VAC,VMD|Qual|Tidal site|||QA/DM: batch missing lab dups to calculate precision.|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.255779|-122.651168823242|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-03-07 11:05:00|None|1950-01-01|2018-03-07|1||CELA|CELA|A|Walk In|RB|0.03|m|4|m||m|Bridge|DS|||||||Sonoma|97|San Francisco Bay|2|||||Petaluma River|180500020601|NULL|206PET310W4
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 100m downstream of confluence with Adobe Creek|206PET098|2018-03-07|10:00:00|Midchannel|0.1|m|Grab|1|1|CELA_S18103C_W_BAC|6621-03|samplewater|EPA 1600|Enterococcus|cfu/100mL|258||1|1|=|VQCP|VAC,VMD|Qual|Tidal Site|||QA/DM: batch missing lab dups to calculate precision.|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.223164|-122.605186462402|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-03-07 10:00:00|None|1950-01-01|2018-03-07|1||CELA|CELA|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|206PET098W4
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 7.2 mi upstream of Hwy 37 bridge. Papa's Taverna on Lakeville Hwy|206PET007|2018-03-07|09:43:00|Bank|0.1|m|Grab|1|1|CELA_S18103C_W_BAC|6621-02|samplewater|EPA 1600|Enterococcus|cfu/100mL|36||1|1|=|VQCP|VAC,VMD|Qual|Tidal site|||QA/DM: batch missing lab dups to calculate precision.|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.197109|-122.547630310059|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-03-07 09:43:00|None|1950-01-01|2018-03-07|1||CELA|CELA|A|Walk In|RB|6|m|25|m||m|None|NA|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|206PET007W4
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - Just upstream of E. Washington St bridge|206PET205|2018-03-07|10:40:00|Midchannel|0.1|m|Grab|1|1|CELA_S18103C_W_BAC|6621-04|samplewater|EPA 1600|Enterococcus|cfu/100mL|270||1|1|=|VQCP|VAC,VMD|Qual|Tidal site|||QA/DM: batch missing lab dups to calculate precision.|WQ|MPSL-DFW_Field_v1.1|RWQCB2||Water_Grab|38.236156|-122.640365600586|Not Recorded|0000-00-00|Not Applicable|FieldDechlorination|2018-03-07 10:40:00|None|1950-01-01|2018-03-07|1||CELA|CELA|A|From Bridge|NR|6|m|20|m||m|Bridge|WI|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|206PET205W4
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|Oxygen, Dissolved, Total|mg/L|10.35||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.437317|-122.710556030273|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|SpecificConductivity, Total|uS/cm|2.2||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.437317|-122.710556030273|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow West|SRCityhall_C|2018-03-13|11:12:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|SpecificConductivity, Total|uS/cm|45.3||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.438046|-122.711944580078|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|pH|none|7.49||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.437317|-122.710556030273|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|Turbidity, Total|NTU|8.4||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.437317|-122.710556030273|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow West|SRCityhall_C|2018-03-13|11:12:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|Oxygen, Dissolved, Total|mg/L|9.91||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.438046|-122.711944580078|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 7.2 mi upstream of Hwy 37 bridge. Papa's Taverna on Lakeville Hwy|206PET007|2018-03-13|10:00:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|13.78||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.197109|-122.547630310059|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||Walk In|LB|10|m|40|m||m|Pier|WI|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - Petaluma Village Premium Outlet Mall, just downstream of bridge leading into mall|206PET310|2018-03-13|11:30:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|0.49||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.255779|-122.651168823242|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||Walk In|LB|0.5|m|3|m|2|m|Bridge|WI|||||||Sonoma|97|San Francisco Bay|2|||||Petaluma River|180500020601|NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - Just upstream of E. Washington St bridge|206PET205|2018-03-13|11:00:00|Midchannel|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|4.43||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.236156|-122.640365600586|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||From Bridge|NA|5|m|10|m||m|Bridge|WI|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 100m downstream of confluence with Adobe Creek|206PET098|2018-03-13|10:25:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|8.65||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.223164|-122.605186462402|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||Walk In|LB|10|m|30|m||m|Pier|WI|||||||Sonoma|97|San Francisco Bay|2|||||San Pablo Bay Estuaries|180500020801|NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|Temperature|Deg C|14.4||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.437317|-122.710556030273|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow West|SRCityhall_C|2018-03-13|11:12:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|pH|none|9.04||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.438046|-122.711944580078|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow West|SRCityhall_C|2018-03-13|11:12:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|Temperature|Deg C|15.0||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.438046|-122.711944580078|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow West|SRCityhall_C|2018-03-13|11:12:00|Drop Inlet/Catch Basin|1|in|Not Recorded|1|1|||runoff|FieldMeasure|Turbidity, Total|NTU|25.4||||=|None|NR|NR|||||WQ|Not Recorded|CSR||Field Method|38.438046|-122.711944580078|Not Recorded|2018-03-13|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Surface Water Ambient Monitoring Program|SWAMP RWB2 Monitoring|RWB2 Petaluma R Nutrient Pathogen TMDL Study 2018|Petaluma River - 100m upstream of Payran St bridge|206PET260|2018-03-13|11:15:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Salinity, Total|ppt|0.74||||=|None|VAC|Com|Tidal site||||WQ|MPSL-DFW_Field_v1.1|RWQCB2||Field Method|38.246231|-122.637992858887|Not Recorded|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||Walk In|LB|0.5|m|10|m|1|m|NR|NR|||||||Sonoma|97|San Francisco Bay|2|||||Petaluma River|180500020601|NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Grab|1|1|NN66464||runoff|EPA 200.7|Magnesium, Total|mg/L|1.78||0.12|0.2|=|None|NA|NR|||||WQ|Not Recorded|CSR||Water_Grab|38.437317|-122.710556030273|Plastic Cup|0000-00-00|Not Applicable|Not Recorded|2018-03-13 08:30:00|Not Recorded|1950-01-01|2018-03-19|1||LEL|CSR|A|||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Grab|1|1|NN66464||runoff|EPA 200.8|Chromium, Total|ug/L|7.1||0.21|0.5|=|None|NA|NR|||||WQ|Not Recorded|CSR||Water_Grab|38.437317|-122.710556030273|Plastic Cup|0000-00-00|Not Applicable|Not Recorded|2018-03-13 08:30:00|Not Recorded|1950-01-01|2018-03-27|1||LEL|CSR|A|||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Grab|1|1|NN66464||runoff|EPA 200.8|Copper, Dissolved|ug/L|3.0||0.23|0.5|=|None|NA|NR|||||WQ|Not Recorded|CSR||Water_Grab|38.437317|-122.710556030273|Plastic Cup|0000-00-00|Not Applicable|FieldFiltered|2018-03-13 08:30:00|Not Recorded|1950-01-01|2018-04-06|1||LEL|CSR|A|||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Grab|1|1|NN66464||runoff|EPA 200.8|Zinc, Dissolved|ug/L|20.2||2.5|5|=|None|NA|NR|||||WQ|Not Recorded|CSR||Water_Grab|38.437317|-122.710556030273|Plastic Cup|0000-00-00|Not Applicable|FieldFiltered|2018-03-13 08:30:00|Not Recorded|1950-01-01|2018-04-06|1||LEL|CSR|A|||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Grab|1|1|NN66464||runoff|EPA 300.0|Nitrate as N, Total|mg/L|||0.03|0.2|ND|None|NA|NR|||||WQ|Not Recorded|CSR||Water_Grab|38.437317|-122.710556030273|Plastic Cup|0000-00-00|Not Applicable|Not Recorded|2018-03-13 08:30:00|Not Recorded|1950-01-01|2018-03-15|1||LEL|CSR|A|||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Grab|1|1|NN66464||runoff|SM 4500-NH3 BC v20|Ammonia as N, Total|mg/L|||0.2|1|ND|None|NA|NR|||||WQ|Not Recorded|CSR||Water_Grab|38.437317|-122.710556030273|Plastic Cup|0000-00-00|Not Applicable|Not Recorded|2018-03-13 08:30:00|Not Recorded|1950-01-01|2018-03-22|1||LEL|CSR|A|||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
Proposition 84 Storm Water Grant Program|City Hall Plaza Garden and LID Retrofit Project|City Hall Plaza Garden and LID Monitoring|Downstream Swale Overflow North|SRCityhall_B|2018-03-13|08:30:00|Drop Inlet/Catch Basin|1|in|Grab|1|1|NN66464||runoff|SM 4500-P E|OrthoPhosphate as P, Total|mg/L|||0.1|0.3|ND|None|NA|NR|||||WQ|Not Recorded|CSR||Water_Grab|38.437317|-122.710556030273|Plastic Cup|0000-00-00|Not Applicable|Not Recorded|2018-03-13 08:30:00|Not Recorded|1950-01-01|2018-03-14|1||LEL|CSR|A|||||||||||||||||Sonoma|97|North Coast|1|||||||NULL|
